CustomerID,recency,frequency,monetary,first_order,last_order,country,cluster
12393,72,4,1582.6000000000001,2011-01-11 09:47:00,2011-09-28 15:41:00,Australia,3
12394,64,2,1272.48,2011-05-06 14:01:00,2011-10-07 08:08:00,Belgium,3
12395,19,12,3018.63,2010-12-03 16:35:00,2011-11-20 15:21:00,Belgium,0
12397,36,2,2409.9,2011-07-27 14:21:00,2011-11-04 09:52:00,Belgium,3
12398,46,1,1635.6599999999999,2011-10-25 10:27:00,2011-10-25 10:27:00,Switzerland,3
12399,119,4,1108.65,2011-03-23 09:42:00,2011-08-12 13:15:00,Belgium,3
12401,303,1,84.3,2011-02-09 13:50:00,2011-02-09 13:50:00,Belgium,1
12402,323,1,225.6,2011-01-20 13:49:00,2011-01-20 13:49:00,Belgium,1
12403,50,1,427.7,2011-10-21 10:51:00,2011-10-21 10:51:00,Denmark,1
12405,149,1,1710.39,2011-07-14 08:52:00,2011-07-14 08:52:00,Finland,1
12406,22,2,3415.3,2011-06-09 10:23:00,2011-11-17 19:22:00,Denmark,3
12407,50,5,1708.1200000000001,2011-03-20 13:21:00,2011-10-21 10:11:00,Belgium,3
12408,33,5,2888.55,2011-03-24 14:46:00,2011-11-07 12:27:00,Belgium,3
12409,79,3,11072.67,2011-06-10 12:19:00,2011-09-22 10:38:00,Switzerland,3
12410,309,2,693.3299999999999,2011-02-04 10:38:00,2011-02-04 10:39:00,Switzerland,1
12412,75,3,1226.88,2011-06-23 13:51:00,2011-09-26 10:16:00,Denmark,3
12413,67,3,758.1,2011-01-06 16:12:00,2011-10-04 09:00:00,France,3
12414,217,3,562.41,2011-02-02 14:51:00,2011-05-06 14:51:00,Austria,1
12415,24,21,124914.53,2011-01-06 11:12:00,2011-11-15 14:22:00,Australia,0
12417,3,9,3649.1,2010-12-17 11:51:00,2011-12-06 14:52:00,Belgium,0
12418,113,1,668.58,2011-08-19 11:08:00,2011-08-19 11:08:00,Switzerland,1
12420,64,1,600.39,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,1
12421,16,4,807.04,2011-01-24 15:09:00,2011-11-24 09:07:00,Spain,2
12422,96,3,803.5600000000001,2011-01-19 09:13:00,2011-09-05 09:48:00,Australia,3
12423,1,8,1859.31,2010-12-21 10:54:00,2011-12-09 10:10:00,Belgium,0
12424,163,2,1760.96,2011-06-30 12:06:00,2011-06-30 12:06:00,Australia,3
12425,78,1,777.2,2011-09-22 17:31:00,2011-09-22 17:31:00,Portugal,1
12426,195,1,582.73,2011-05-29 12:26:00,2011-05-29 12:26:00,Germany,1
12427,22,3,825.8,2010-12-03 10:44:00,2011-11-18 08:56:00,Germany,2
12428,26,9,7956.46,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,0
12429,9,4,3750.4,2010-12-09 12:05:00,2011-11-30 17:22:00,Denmark,0
12430,43,1,256.4,2011-10-27 15:09:00,2011-10-27 15:09:00,Norway,1
12431,36,15,6487.45,2010-12-01 10:03:00,2011-11-04 11:55:00,Australia,0
12432,43,5,5059.32,2011-06-20 13:27:00,2011-10-28 11:43:00,Norway,3
12433,1,7,13375.87,2010-12-01 13:24:00,2011-12-09 10:02:00,Norway,0
12434,85,2,806.14,2011-03-24 13:05:00,2011-09-16 12:38:00,Australia,3
12435,80,2,7829.89,2011-03-17 07:40:00,2011-09-21 09:06:00,Denmark,3
12436,100,1,509.01,2011-09-01 12:09:00,2011-09-01 12:09:00,Norway,1
12437,2,18,4951.41,2011-01-12 14:13:00,2011-12-08 11:35:00,France,0
12438,14,2,2906.85,2011-07-22 13:29:00,2011-11-25 13:28:00,Norway,3
12441,367,1,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,France,1
12442,3,1,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,Spain,2
12444,21,5,5005.46,2011-06-21 14:00:00,2011-11-18 13:23:00,Norway,0
12445,22,1,133.4,2011-11-17 18:43:00,2011-11-17 18:43:00,Spain,2
12446,58,1,1002.3100000000001,2011-10-13 12:50:00,2011-10-13 12:50:00,RSA,1
12447,243,1,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,Belgium,1
12448,44,1,449.45,2011-10-26 13:46:00,2011-10-26 13:46:00,Spain,2
12449,22,4,4067.29,2011-06-05 15:37:00,2011-11-17 13:46:00,Belgium,3
12450,156,2,197.88,2011-06-19 14:36:00,2011-07-06 14:41:00,Spain,1
12451,11,5,9035.52,2011-01-19 09:05:00,2011-11-29 08:40:00,Switzerland,0
12452,17,2,430.57,2011-11-23 08:05:00,2011-11-23 10:28:00,Switzerland,2
12453,134,1,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,Austria,1
12454,56,1,3528.34,2011-10-14 17:13:00,2011-10-14 17:13:00,Spain,3
12455,73,6,2466.86,2011-02-16 09:56:00,2011-09-27 15:31:00,Spain,3
12456,44,3,3181.04,2011-03-30 09:12:00,2011-10-26 14:41:00,Switzerland,3
12457,66,7,2363.23,2011-04-14 18:57:00,2011-10-04 13:13:00,Switzerland,3
12458,71,2,947.4,2011-02-28 10:55:00,2011-09-29 15:25:00,Switzerland,3
12461,94,2,826.88,2011-07-08 10:23:00,2011-09-06 16:57:00,Switzerland,3
12462,19,2,1189.59,2011-02-09 14:44:00,2011-11-21 09:11:00,Spain,2
12463,53,4,1344.78,2011-04-12 12:47:00,2011-10-17 13:44:00,Belgium,3
12464,10,8,1212.05,2011-02-03 13:30:00,2011-11-29 13:33:00,Belgium,0
12465,17,2,742.1899999999999,2011-06-23 13:37:00,2011-11-22 16:34:00,Belgium,2
12468,188,2,729.5400000000001,2011-01-27 13:29:00,2011-06-05 11:36:00,Germany,1
12471,2,30,19824.05,2010-12-10 09:35:00,2011-12-07 15:43:00,Germany,0
12472,32,7,6572.11,2010-12-05 14:19:00,2011-11-07 14:01:00,Germany,0
12473,29,5,3938.5499999999997,2011-06-01 10:15:00,2011-11-10 13:46:00,Germany,3
12474,17,18,7375.79,2011-01-14 10:06:00,2011-11-22 14:39:00,Germany,0
12475,54,1,723.38,2011-10-17 10:10:00,2011-10-17 10:10:00,Germany,1
12476,16,11,6816.42,2010-12-13 14:39:00,2011-11-24 12:40:00,Germany,0
12477,23,6,13219.74,2011-02-11 12:45:00,2011-11-17 09:51:00,Germany,0
12478,4,1,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,Greece,2
12479,11,1,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,Germany,2
12480,28,4,3281.63,2011-01-07 15:27:00,2011-11-11 14:52:00,Germany,3
12481,23,10,5596.32,2010-12-09 10:13:00,2011-11-17 08:29:00,Germany,0
12483,17,8,2484.98,2011-01-04 14:20:00,2011-11-22 17:02:00,Sweden,0
12484,33,6,4541.72,2011-01-07 14:04:00,2011-11-07 11:37:00,Spain,3
12488,10,3,1298.66,2011-09-25 10:34:00,2011-11-30 08:50:00,France,2
12489,336,1,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,France,1
12490,5,10,5417.93,2011-01-14 09:13:00,2011-12-04 16:07:00,France,0
12491,39,1,460.40000000000003,2011-11-01 12:18:00,2011-11-01 12:18:00,France,2
12492,63,2,263.21000000000004,2011-08-26 14:51:00,2011-10-07 15:15:00,Germany,1
12493,166,2,433.74,2011-05-26 14:53:00,2011-06-27 10:17:00,France,1
12494,16,7,1246.1000000000001,2010-12-09 11:31:00,2011-11-24 09:34:00,France,3
12497,82,1,1043.1,2011-09-19 12:29:00,2011-09-19 12:29:00,Germany,1
12498,21,3,403.70000000000005,2011-10-13 09:30:00,2011-11-18 12:53:00,Germany,2
12500,23,11,4257.82,2011-01-10 09:48:00,2011-11-16 16:20:00,Germany,0
12501,337,1,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,Germany,1
12502,96,5,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,Spain,3
12504,18,2,482.04999999999995,2011-11-09 14:56:00,2011-11-21 16:02:00,Germany,2
12506,233,1,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,France,1
12507,134,3,1304.81,2011-02-14 09:24:00,2011-07-28 17:09:00,Spain,3
12508,26,2,398.27,2011-11-10 16:27:00,2011-11-13 15:37:00,France,2
12509,284,1,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,France,1
12510,143,2,982.5699999999999,2011-01-18 14:04:00,2011-07-20 10:15:00,Spain,3
12512,66,2,138.03,2011-10-04 14:53:00,2011-10-04 14:55:00,Israel,1
12513,113,1,612.29,2011-08-19 10:51:00,2011-08-19 10:51:00,France,1
12514,267,1,1017.68,2011-03-17 16:38:00,2011-03-17 16:38:00,Italy,1
12515,353,1,383.7,2010-12-21 15:43:00,2010-12-21 15:43:00,Italy,1
12516,78,2,1312.06,2011-06-12 11:37:00,2011-09-23 09:13:00,Germany,3
12517,28,5,2502.84,2011-06-02 15:13:00,2011-11-11 14:04:00,Germany,3
12518,1,5,2056.89,2011-08-21 13:18:00,2011-12-09 10:13:00,Germany,0
12519,64,1,340.84,2011-10-07 09:26:00,2011-10-07 09:26:00,Germany,1
12520,79,5,2634.26,2011-03-11 11:35:00,2011-09-21 15:23:00,Germany,3
12521,143,1,599.68,2011-07-20 10:51:00,2011-07-20 10:51:00,Germany,1
12522,39,2,192.72,2011-10-19 14:41:00,2011-10-31 15:30:00,Germany,2
12523,19,11,1789.77,2011-01-12 09:43:00,2011-11-20 12:55:00,France,0
12524,9,8,4485.72,2011-01-10 10:35:00,2011-11-30 15:31:00,Germany,0
12526,1,3,1316.66,2011-09-06 14:19:00,2011-12-09 12:09:00,Germany,2
12527,82,3,348.71000000000004,2011-01-18 12:05:00,2011-09-19 11:55:00,Germany,1
12528,9,6,1933.48,2011-01-31 09:05:00,2011-11-30 14:40:00,Germany,0
12530,60,4,1662.28,2011-01-07 10:04:00,2011-10-11 12:34:00,Germany,3
12531,15,1,125.22,2011-11-25 11:12:00,2011-11-25 11:12:00,Germany,2
12532,30,1,349.83000000000004,2011-11-09 13:47:00,2011-11-09 13:47:00,France,2
12534,131,1,1089.18,2011-08-01 10:26:00,2011-08-01 10:26:00,Germany,1
12535,92,2,716.35,2011-06-06 12:47:00,2011-09-09 08:48:00,France,1
12536,43,3,12601.830000000002,2011-10-11 14:52:00,2011-10-27 14:20:00,France,3
12538,29,1,363.95,2011-11-10 17:16:00,2011-11-10 17:16:00,Spain,2
12539,22,4,5568.35,2011-01-10 09:11:00,2011-11-17 13:30:00,Spain,3
12540,20,17,13400.24,2010-12-13 09:39:00,2011-11-20 11:31:00,Spain,0
12541,30,3,981.18,2011-03-04 09:32:00,2011-11-10 10:40:00,Spain,3
12544,36,1,372.7,2011-11-03 16:15:00,2011-11-03 16:15:00,Spain,2
12545,75,2,1000.39,2011-03-25 12:04:00,2011-09-25 13:39:00,Spain,3
12546,47,2,1161.5,2011-09-23 09:44:00,2011-10-24 12:09:00,Spain,3
12547,198,2,207.79999999999998,2011-03-04 12:46:00,2011-05-26 12:38:00,Spain,1
12548,166,1,95.19999999999999,2011-06-26 15:35:00,2011-06-26 15:35:00,Spain,1
12550,79,1,964.83,2011-09-21 14:35:00,2011-09-21 14:35:00,Spain,1
12551,358,1,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,Spain,1
12552,39,2,437.82,2011-10-31 12:11:00,2011-11-01 10:02:00,Italy,2
12553,8,10,3692.28,2011-01-14 10:42:00,2011-12-01 16:38:00,France,0
12556,50,2,603.71,2011-07-11 13:35:00,2011-10-20 13:06:00,Spain,2
12557,16,5,11990.960000000001,2010-12-03 12:20:00,2011-11-23 16:59:00,Spain,0
12558,8,1,269.96,2011-12-02 10:41:00,2011-12-02 10:41:00,USA,2
12559,311,2,561.71,2011-01-24 10:12:00,2011-02-02 09:49:00,Germany,1
12560,5,3,2134.01,2011-07-19 15:55:00,2011-12-04 13:54:00,Germany,2
12561,303,1,238.85,2011-02-10 11:39:00,2011-02-10 11:39:00,Germany,1
12562,8,7,3781.7400000000002,2011-05-25 12:44:00,2011-12-01 17:20:00,France,0
12564,261,1,456.9,2011-03-23 14:55:00,2011-03-23 14:55:00,France,1
12565,289,1,145.92,2011-02-24 10:34:00,2011-02-24 10:34:00,Saudi Arabia,1
12566,86,1,351.65,2011-09-14 14:30:00,2011-09-14 14:30:00,Germany,1
12567,23,10,9401.28,2010-12-05 11:57:00,2011-11-17 11:02:00,France,0
12569,2,32,4124.69,2011-04-01 13:47:00,2011-12-07 16:24:00,Germany,0
12571,40,2,519.61,2011-08-10 12:35:00,2011-10-31 10:19:00,France,2
12572,9,2,1020.42,2011-10-19 08:20:00,2011-12-01 09:20:00,Germany,2
12573,227,1,160.54000000000002,2011-04-26 15:52:00,2011-04-26 15:52:00,France,1
12574,316,1,218.45,2011-01-28 09:20:00,2011-01-28 09:20:00,France,1
12576,36,5,1315.83,2011-02-08 11:31:00,2011-11-04 10:11:00,Poland,3
12577,35,3,657.8,2010-12-15 16:21:00,2011-11-04 13:24:00,France,3
12578,21,2,2794.51,2011-01-13 15:34:00,2011-11-18 13:30:00,Italy,3
12579,78,1,440.42,2011-09-22 17:15:00,2011-09-22 17:15:00,France,1
12580,247,1,415.7,2011-04-07 10:24:00,2011-04-07 10:24:00,Germany,1
12581,40,1,197.71,2011-10-31 08:56:00,2011-10-31 08:56:00,Germany,1
12582,239,2,511.36,2011-02-24 11:42:00,2011-04-15 08:45:00,Finland,1
12583,3,15,7281.38,2010-12-01 08:45:00,2011-12-07 08:07:00,France,0
12584,4,9,2338.15,2011-03-04 15:15:00,2011-12-06 09:35:00,Italy,0
12585,234,2,2040.1,2010-12-23 12:58:00,2011-04-19 13:39:00,Germany,3
12586,17,1,196.94000000000003,2011-11-22 16:24:00,2011-11-22 16:24:00,Italy,2
12587,8,1,144.0,2011-12-02 12:47:00,2011-12-02 12:47:00,Finland,2
12588,39,1,214.89999999999998,2011-10-31 15:01:00,2011-10-31 15:01:00,Finland,2
12589,29,2,646.68,2011-07-18 12:05:00,2011-11-11 10:19:00,France,2
12590,211,2,9864.26,2011-05-12 14:46:00,2011-05-12 14:52:00,Germany,3
12591,317,1,452.84999999999997,2011-01-26 14:35:00,2011-01-26 14:35:00,Italy,1
12592,92,2,437.6,2011-05-10 13:44:00,2011-09-08 15:04:00,Germany,1
12593,109,3,418.09999999999997,2011-05-05 09:29:00,2011-08-23 12:43:00,France,1
12594,38,10,3338.2200000000003,2011-01-21 09:52:00,2011-11-02 12:20:00,Italy,0
12596,51,2,618.27,2011-04-11 13:22:00,2011-10-19 13:02:00,Spain,2
12597,19,4,3811.22,2011-03-16 14:00:00,2011-11-20 13:33:00,Spain,3
12598,10,8,3023.08,2011-02-28 11:58:00,2011-11-30 12:18:00,France,0
12599,29,7,1032.58,2011-02-08 13:28:00,2011-11-10 13:34:00,France,3
12600,29,10,2599.04,2010-12-03 12:57:00,2011-11-11 10:29:00,Germany,0
12601,190,5,577.0600000000001,2011-01-11 10:38:00,2011-06-03 10:17:00,Germany,3
12602,59,1,153.12,2011-10-12 11:22:00,2011-10-12 11:22:00,France,1
12603,22,1,739.1999999999999,2011-11-18 10:42:00,2011-11-18 10:42:00,Germany,2
12604,79,2,254.18,2011-03-23 12:06:00,2011-09-21 14:08:00,France,1
12607,60,1,1579.51,2011-10-10 16:06:00,2011-10-10 16:06:00,USA,3
12609,78,3,1126.85,2011-01-25 15:13:00,2011-09-22 16:34:00,Germany,3
12610,23,5,2099.54,2011-08-05 13:52:00,2011-11-17 09:34:00,Italy,3
12611,52,1,1193.32,2011-10-18 13:12:00,2011-10-18 13:12:00,Italy,3
12612,74,1,704.0400000000001,2011-09-26 15:35:00,2011-09-26 15:35:00,Germany,1
12613,57,5,3344.38,2011-03-22 15:42:00,2011-10-13 14:59:00,Germany,3
12614,278,1,315.6,2011-03-07 10:22:00,2011-03-07 10:22:00,Germany,1
12615,2,4,2291.19,2011-06-24 13:35:00,2011-12-07 15:02:00,France,0
12616,95,2,713.3,2011-02-15 14:17:00,2011-09-05 15:17:00,France,1
12617,29,1,355.53,2011-11-10 14:39:00,2011-11-10 14:39:00,France,2
12618,22,1,177.31,2011-11-18 11:10:00,2011-11-18 11:10:00,Italy,2
12619,16,9,3641.24,2011-03-31 13:10:00,2011-11-23 14:52:00,Germany,0
12620,15,3,1339.41,2011-05-19 12:10:00,2011-11-25 10:20:00,France,3
12621,2,20,13689.67,2010-12-09 10:16:00,2011-12-08 11:25:00,Germany,0
12622,232,1,180.1,2011-04-21 16:39:00,2011-04-21 16:39:00,Germany,1
12623,276,1,305.1,2011-03-08 13:50:00,2011-03-08 13:50:00,Germany,1
12624,106,2,641.13,2011-06-15 12:34:00,2011-08-25 15:04:00,France,1
12625,212,2,2683.82,2011-01-24 13:27:00,2011-05-12 09:54:00,Germany,3
12626,23,9,6620.48,2011-01-17 11:01:00,2011-11-16 16:06:00,Germany,0
12627,11,7,4478.53,2011-07-22 13:59:00,2011-11-29 12:07:00,Germany,0
12628,4,3,786.46,2011-10-06 09:28:00,2011-12-05 13:15:00,Germany,2
12630,10,2,1270.88,2011-10-27 10:41:00,2011-11-30 10:48:00,Finland,2
12631,57,1,640.5,2011-10-13 13:53:00,2011-10-13 13:53:00,Finland,1
12633,59,4,2163.98,2011-02-25 08:44:00,2011-10-12 11:40:00,Germany,3
12635,90,2,1689.18,2011-07-08 08:43:00,2011-09-11 11:04:00,Germany,3
12637,67,8,6021.9,2011-01-20 10:47:00,2011-10-03 13:46:00,France,3
12638,33,1,671.69,2011-11-06 13:11:00,2011-11-06 13:11:00,Sweden,2
12639,239,1,486.1,2011-04-15 12:48:00,2011-04-15 12:48:00,Sweden,1
12640,24,3,1174.58,2011-09-19 12:01:00,2011-11-16 11:52:00,France,3
12641,115,1,185.9,2011-08-16 13:26:00,2011-08-16 13:26:00,Sweden,1
12642,25,3,1013.26,2011-08-24 09:23:00,2011-11-14 15:03:00,Germany,3
12643,128,6,3344.64,2011-01-11 11:48:00,2011-08-03 12:56:00,France,3
12644,130,1,477.91,2011-08-02 10:33:00,2011-08-02 10:33:00,Germany,1
12645,34,4,1775.18,2011-01-27 13:08:00,2011-11-06 12:38:00,Germany,3
12646,5,2,1346.97,2011-10-21 12:52:00,2011-12-05 10:14:00,USA,2
12647,22,12,3722.82,2010-12-05 14:02:00,2011-11-17 12:56:00,Germany,0
12648,155,1,318.05,2011-07-08 11:55:00,2011-07-08 11:55:00,Germany,1
12649,107,3,623.51,2011-05-11 14:37:00,2011-08-24 14:41:00,Germany,3
12650,3,1,314.44,2011-12-06 16:34:00,2011-12-06 16:34:00,France,2
12651,335,1,114.0,2011-01-09 12:46:00,2011-01-09 12:46:00,France,1
12652,331,1,919.98,2011-01-12 15:00:00,2011-01-12 15:00:00,France,1
12653,149,2,2209.85,2011-02-16 10:53:00,2011-07-14 10:41:00,Israel,3
12654,11,5,601.98,2011-02-17 13:16:00,2011-11-29 10:10:00,Germany,2
12656,17,5,4051.17,2011-04-20 09:20:00,2011-11-22 13:42:00,France,0
12657,11,4,1643.18,2011-09-22 11:40:00,2011-11-28 15:47:00,France,3
12658,19,1,686.05,2011-11-21 10:22:00,2011-11-21 10:22:00,Germany,2
12659,30,1,91.68,2011-11-10 11:53:00,2011-11-10 11:53:00,France,2
12660,11,1,245.1,2011-11-28 13:26:00,2011-11-28 13:26:00,France,2
12662,1,11,3849.78,2010-12-01 13:04:00,2011-12-09 11:59:00,Germany,0
12664,8,9,4881.88,2011-01-21 11:42:00,2011-12-01 17:07:00,Finland,0
12665,325,1,63.0,2011-01-19 08:34:00,2011-01-19 08:34:00,Germany,1
12667,58,1,620.13,2011-10-12 17:00:00,2011-10-12 17:00:00,Finland,1
12668,12,4,3807.15,2010-12-19 12:46:00,2011-11-28 10:56:00,Germany,0
12669,151,3,2744.0299999999997,2011-03-28 10:15:00,2011-07-12 09:54:00,France,3
12670,10,5,2996.05,2011-04-21 10:16:00,2011-11-29 15:23:00,France,0
12672,330,1,225.89999999999998,2011-01-14 09:20:00,2011-01-14 09:20:00,France,1
12673,5,2,610.52,2011-01-17 11:46:00,2011-12-04 13:55:00,Germany,2
12674,39,4,1970.6,2011-05-16 09:10:00,2011-11-01 12:12:00,France,3
12676,25,6,1331.39,2011-02-01 15:41:00,2011-11-15 12:25:00,Sweden,3
12678,42,12,17628.46,2010-12-21 11:00:00,2011-10-28 13:04:00,France,0
12679,59,4,1113.02,2011-03-01 12:26:00,2011-10-12 12:30:00,France,3
12680,1,4,862.81,2011-08-18 15:44:00,2011-12-09 12:50:00,France,2
12681,15,22,13787.54,2010-12-07 10:08:00,2011-11-25 11:33:00,France,0
12682,4,31,12288.22,2010-12-03 13:59:00,2011-12-06 10:00:00,France,0
12683,4,15,8476.57,2010-12-09 10:37:00,2011-12-05 16:31:00,France,0
12684,8,7,2283.63,2011-05-10 12:55:00,2011-12-02 09:53:00,France,0
12685,28,6,2863.08,2011-09-07 10:28:00,2011-11-11 13:46:00,France,3
12686,372,1,89.14,2010-12-03 09:51:00,2010-12-03 09:51:00,France,1
12688,114,1,4873.8099999999995,2011-08-18 08:49:00,2011-08-18 08:49:00,Israel,3
12689,26,2,1247.61,2011-08-04 10:04:00,2011-11-14 08:31:00,France,3
12690,206,1,389.01,2011-05-18 09:09:00,2011-05-18 09:09:00,France,1
12691,28,6,1035.8,2010-12-17 14:46:00,2011-11-11 16:49:00,France,3
12693,127,4,855.91,2011-01-24 12:58:00,2011-08-04 17:51:00,Germany,3
12694,70,2,869.67,2011-06-09 17:48:00,2011-09-30 13:06:00,France,3
12695,7,4,582.1,2011-05-13 13:15:00,2011-12-02 13:22:00,France,2
12697,29,3,957.59,2011-06-23 15:44:00,2011-11-11 08:47:00,Sweden,3
12700,8,4,4939.99,2011-05-08 16:10:00,2011-12-02 10:47:00,France,0
12701,80,2,797.71,2011-04-11 13:02:00,2011-09-21 10:47:00,Germany,3
12702,20,1,219.0,2011-11-20 10:36:00,2011-11-20 10:36:00,Germany,2
12703,71,1,283.55,2011-09-29 17:52:00,2011-09-29 17:52:00,Germany,1
12704,7,8,2340.84,2011-06-23 10:20:00,2011-12-02 13:15:00,Finland,0
12705,15,9,6868.29,2010-12-17 15:58:00,2011-11-24 13:17:00,Germany,0
12707,292,1,603.42,2011-02-21 08:38:00,2011-02-21 08:38:00,France,1
12708,30,10,2712.91,2010-12-06 10:43:00,2011-11-10 09:52:00,Germany,0
12709,15,15,9736.52,2010-12-08 09:49:00,2011-11-24 15:38:00,Germany,0
12710,97,3,1149.02,2011-05-22 14:05:00,2011-09-04 12:00:00,Germany,3
12712,29,13,4396.13,2010-12-03 14:30:00,2011-11-11 08:19:00,Germany,0
12713,1,1,848.55,2011-12-09 12:16:00,2011-12-09 12:16:00,Germany,2
12714,9,5,4708.86,2011-02-18 10:53:00,2011-11-30 15:43:00,France,0
12715,106,1,353.86,2011-08-25 15:22:00,2011-08-25 15:22:00,Sweden,1
12716,4,2,1053.49,2011-07-29 13:28:00,2011-12-06 08:55:00,France,2
12717,151,2,1030.98,2011-04-08 10:32:00,2011-07-11 14:47:00,Greece,3
12718,71,1,238.25,2011-09-29 16:38:00,2011-09-29 16:38:00,France,1
12719,5,2,644.95,2011-10-05 14:50:00,2011-12-04 13:45:00,France,2
12720,3,25,5781.73,2010-12-05 15:21:00,2011-12-07 08:03:00,Germany,0
12721,32,6,2656.13,2010-12-20 11:38:00,2011-11-08 12:13:00,France,3
12722,85,4,997.63,2011-07-12 11:55:00,2011-09-15 14:50:00,France,3
12723,4,5,725.07,2011-10-05 15:52:00,2011-12-06 10:19:00,France,2
12724,5,4,1031.41,2011-01-11 15:00:00,2011-12-04 16:02:00,France,2
12725,371,1,427.8,2010-12-03 15:45:00,2010-12-03 15:45:00,Italy,1
12726,28,7,2609.1,2010-12-17 12:56:00,2011-11-11 13:35:00,France,3
12727,11,7,3980.7,2011-01-23 15:17:00,2011-11-29 11:46:00,France,0
12728,71,4,836.33,2011-01-11 13:31:00,2011-09-29 15:31:00,France,3
12729,114,1,453.01,2011-08-18 11:40:00,2011-08-18 11:40:00,France,1
12731,24,12,18895.91,2010-12-10 10:56:00,2011-11-16 11:59:00,France,0
12732,180,1,236.26000000000002,2011-06-13 11:33:00,2011-06-13 11:33:00,France,1
12733,234,1,383.95,2011-04-19 16:19:00,2011-04-19 16:19:00,USA,1
12734,353,1,110.39999999999999,2010-12-22 12:47:00,2010-12-22 12:47:00,France,1
