CustomerID,frequency_cal,recency_cal,T_cal,monetary_value_cal,frequency_holdout,monetary_value_holdout,duration_holdout
12427,0.0,0.0,188.0,0.0,2.0,24.87142857142857,184.0
12428,3.0,41.0,100.0,447.10666666666674,3.0,27.896949152542373,184.0
12429,3.0,319.0,363.0,1349.21,2.0,36.26642857142857,184.0
12431,16.0,493.0,510.0,400.54875,7.0,32.00884615384616,184.0
12433,4.0,110.0,293.0,2710.0275,4.0,35.12362637362637,184.0
12434,1.0,121.0,198.0,286.25,1.0,15.290882352941177,184.0
12435,4.0,470.0,554.0,2266.7575,1.0,226.5235294117647,184.0
12437,25.0,539.0,554.0,365.152,8.0,24.00258064516129,184.0
12439,1.0,43.0,542.0,76.52000000000001,0.0,0.0,184.0
12440,1.0,255.0,534.0,290.69,0.0,0.0,184.0
12441,0.0,0.0,183.0,0.0,0.0,0.0,184.0
12443,0.0,0.0,549.0,0.0,0.0,0.0,184.0
12445,0.0,0.0,237.0,0.0,1.0,33.35,184.0
12447,0.0,0.0,60.0,0.0,0.0,0.0,184.0
12449,2.0,251.0,255.0,474.46500000000003,3.0,22.436083916083916,184.0
12450,2.0,75.0,291.0,170.95,2.0,24.735,184.0
12451,3.0,311.0,346.0,2263.6366666666668,3.0,23.444654088050314,184.0
12454,3.0,26.0,238.0,2805.9733333333334,1.0,235.22266666666667,184.0
12455,6.0,532.0,538.0,623.3266666666667,3.0,14.387428571428572,184.0
12456,0.0,0.0,71.0,0.0,2.0,26.67702380952381,184.0
12457,3.0,202.0,252.0,355.75,4.0,35.02648648648649,184.0
12458,2.0,203.0,304.0,445.70000000000005,1.0,26.60421052631579,184.0
12459,0.0,0.0,422.0,0.0,0.0,0.0,184.0
12460,0.0,0.0,273.0,0.0,0.0,0.0,184.0
12462,0.0,0.0,120.0,0.0,1.0,19.430909090909093,184.0
12463,1.0,35.0,58.0,297.38,2.0,15.485111111111111,184.0
12464,2.0,109.0,126.0,165.475,4.0,47.65714285714285,184.0
12466,0.0,0.0,499.0,0.0,0.0,0.0,184.0
12467,0.0,0.0,240.0,0.0,0.0,0.0,184.0
12468,4.0,495.0,499.0,807.3775,0.0,0.0,184.0
12469,1.0,14.0,353.0,1113.7,0.0,0.0,184.0
12470,0.0,0.0,506.0,0.0,0.0,0.0,184.0
12471,35.0,522.0,549.0,781.744,12.0,40.664519572953736,184.0
12472,14.0,458.0,542.0,933.635,4.0,17.528706467661692,184.0
12473,0.0,0.0,8.0,0.0,3.0,24.559097744360905,184.0
12474,18.0,466.0,483.0,422.7272222222222,10.0,17.120073529411766,184.0
12475,0.0,0.0,226.0,0.0,1.0,20.093888888888888,184.0
12476,12.0,283.0,318.0,709.3625000000001,5.0,29.535945945945944,184.0
12477,4.0,384.0,440.0,2403.0924999999997,4.0,45.25010471204189,184.0
12480,4.0,240.0,324.0,829.6475,2.0,22.004675324675322,184.0
12481,9.0,403.0,424.0,766.2244444444445,3.0,28.042359550561798,184.0
12482,5.0,77.0,470.0,3450.728,0.0,0.0,184.0
12483,13.0,472.0,494.0,256.0430769230769,4.0,31.708936170212766,184.0
12484,6.0,345.0,498.0,400.3,5.0,13.721975806451614,184.0
12485,0.0,0.0,346.0,0.0,0.0,0.0,184.0
12486,0.0,0.0,248.0,0.0,0.0,0.0,184.0
12487,0.0,0.0,547.0,0.0,0.0,0.0,184.0
12489,0.0,0.0,153.0,0.0,0.0,0.0,184.0
12490,12.0,524.0,555.0,416.4575,8.0,22.822756756756757,184.0
12492,0.0,0.0,220.0,0.0,2.0,13.160500000000003,184.0
12493,0.0,0.0,14.0,0.0,1.0,20.124000000000002,184.0
12494,5.0,380.0,393.0,199.508,3.0,14.735000000000001,184.0
12495,0.0,0.0,457.0,0.0,0.0,0.0,184.0
12496,0.0,0.0,437.0,0.0,0.0,0.0,184.0
12497,1.0,244.0,461.0,3993.6400000000003,1.0,74.50714285714285,184.0
12499,0.0,0.0,377.0,0.0,0.0,0.0,184.0
12500,10.0,407.0,490.0,250.61599999999999,6.0,70.87488372093023,184.0
12501,0.0,0.0,153.0,0.0,0.0,0.0,184.0
12502,2.0,92.0,126.0,612.7,2.0,26.87457142857143,184.0
12503,0.0,0.0,401.0,0.0,0.0,0.0,184.0
12504,1.0,179.0,413.0,162.60000000000002,2.0,53.5611111111111,184.0
12505,0.0,0.0,225.0,0.0,0.0,0.0,184.0
12506,0.0,0.0,49.0,0.0,0.0,0.0,184.0
12507,1.0,286.0,401.0,446.16,2.0,107.33125,184.0
12509,0.0,0.0,101.0,0.0,0.0,0.0,184.0
12510,6.0,410.0,552.0,740.1033333333334,1.0,75.38,184.0
12511,0.0,0.0,245.0,0.0,0.0,0.0,184.0
12514,1.0,374.0,458.0,1017.68,0.0,0.0,184.0
12515,0.0,0.0,170.0,0.0,0.0,0.0,184.0
12516,1.0,169.0,416.0,647.1,2.0,50.46384615384615,184.0
12517,0.0,0.0,7.0,0.0,3.0,11.572600000000001,184.0
12519,0.0,0.0,293.0,0.0,1.0,18.935555555555553,184.0
12520,2.0,69.0,90.0,355.07,2.0,18.734,184.0
12523,15.0,480.0,549.0,200.53400000000002,7.0,17.426756756756756,184.0
12524,12.0,465.0,486.0,742.9058333333334,3.0,41.3085,184.0
12525,2.0,149.0,464.0,203.64999999999998,0.0,0.0,184.0
12527,3.0,235.0,346.0,123.30666666666669,1.0,21.263333333333335,184.0
12528,1.0,36.0,129.0,278.13,4.0,24.204583333333332,184.0
12529,0.0,0.0,345.0,0.0,0.0,0.0,184.0
12530,6.0,409.0,459.0,424.16333333333336,2.0,21.98153846153846,184.0
12531,0.0,0.0,503.0,0.0,1.0,7.365882352941177,184.0
12533,1.0,111.0,555.0,437.97,0.0,0.0,184.0
12535,0.0,0.0,3.0,0.0,1.0,21.55625,184.0
12537,0.0,0.0,225.0,0.0,0.0,0.0,184.0
12538,0.0,0.0,195.0,0.0,1.0,17.33095238095238,184.0
12539,4.0,454.0,533.0,1253.7575,1.0,24.433953488372094,184.0
12540,20.0,546.0,549.0,747.2085,10.0,25.54711111111111,184.0
12541,0.0,0.0,97.0,0.0,2.0,19.108,184.0
12542,1.0,156.0,457.0,117.09,0.0,0.0,184.0
12543,0.0,0.0,265.0,0.0,0.0,0.0,184.0
12545,0.0,0.0,76.0,0.0,1.0,23.265,184.0
12547,2.0,303.0,317.0,103.9,0.0,0.0,184.0
12549,4.0,122.0,514.0,254.315,0.0,0.0,184.0
12551,0.0,0.0,174.0,0.0,0.0,0.0,184.0
12553,6.0,219.0,240.0,352.18333333333334,5.0,20.82617021276596,184.0
12554,0.0,0.0,265.0,0.0,0.0,0.0,184.0
12555,0.0,0.0,499.0,0.0,0.0,0.0,184.0
12557,5.0,466.0,539.0,1925.432,2.0,375.5968421052632,184.0
12559,1.0,9.0,136.0,75.60000000000001,0.0,0.0,184.0
12561,0.0,0.0,119.0,0.0,0.0,0.0,184.0
12562,2.0,237.0,252.0,602.07,6.0,22.69918367346939,184.0
12563,0.0,0.0,225.0,0.0,0.0,0.0,184.0
12564,0.0,0.0,78.0,0.0,0.0,0.0,184.0
12565,0.0,0.0,105.0,0.0,0.0,0.0,184.0
12567,9.0,482.0,483.0,915.9222222222223,4.0,21.40380952380952,184.0
12568,0.0,0.0,461.0,0.0,0.0,0.0,184.0
12569,3.0,34.0,69.0,271.88000000000005,22.0,20.416344827586205,184.0
12570,0.0,0.0,499.0,0.0,0.0,0.0,184.0
12573,4.0,238.0,282.0,141.34750000000003,0.0,0.0,184.0
12574,0.0,0.0,132.0,0.0,0.0,0.0,184.0
12575,1.0,69.0,343.0,281.02,0.0,0.0,184.0
12576,4.0,308.0,343.0,218.4475,3.0,15.416896551724138,184.0
12577,3.0,377.0,553.0,327.09666666666664,1.0,5.773875,184.0
12578,2.0,113.0,260.0,1222.3700000000001,1.0,26.951136363636362,184.0
12580,1.0,330.0,393.0,415.7,0.0,0.0,184.0
12582,3.0,339.0,394.0,381.09666666666664,0.0,0.0,184.0
12583,16.0,533.0,550.0,586.938125,10.0,27.888092105263155,184.0
12584,1.0,95.0,97.0,159.11,7.0,24.861014492753625,184.0
12585,1.0,117.0,168.0,777.25,0.0,0.0,184.0
12586,2.0,349.0,540.0,721.69,1.0,17.903636363636366,184.0
12588,1.0,198.0,414.0,414.98,1.0,21.49,184.0
12589,2.0,268.0,506.0,1666.74,2.0,18.47657142857143,184.0
12590,0.0,0.0,28.0,0.0,0.0,0.0,184.0
12591,2.0,91.0,225.0,327.0,0.0,0.0,184.0
12592,1.0,306.0,336.0,231.8,1.0,22.866666666666667,184.0
12593,0.0,0.0,35.0,0.0,2.0,18.21,184.0
12594,9.0,454.0,463.0,373.6377777777778,4.0,32.775625,184.0
12595,0.0,0.0,321.0,0.0,0.0,0.0,184.0
12596,0.0,0.0,59.0,0.0,1.0,29.026666666666667,184.0
12597,0.0,0.0,85.0,0.0,3.0,18.721988636363637,184.0
12598,4.0,428.0,465.0,541.84,5.0,20.43929411764706,184.0
12599,8.0,369.0,394.0,153.565,4.0,17.233939393939394,184.0
12600,16.0,528.0,549.0,217.18375,4.0,38.881212121212116,184.0
12601,5.0,215.0,221.0,115.41199999999999,0.0,0.0,184.0
12604,0.0,0.0,78.0,0.0,1.0,12.613333333333335,184.0
12605,3.0,82.0,275.0,325.32,0.0,0.0,184.0
12606,0.0,0.0,499.0,0.0,0.0,0.0,184.0
12608,0.0,0.0,221.0,0.0,0.0,0.0,184.0
12609,7.0,533.0,536.0,397.02,1.0,19.183529411764706,184.0
12613,6.0,528.0,542.0,600.4,1.0,23.82101265822785,184.0
12614,0.0,0.0,94.0,0.0,0.0,0.0,184.0
12615,2.0,218.0,448.0,1147.155,4.0,21.820857142857143,184.0
12616,1.0,91.0,205.0,255.6,1.0,21.795238095238094,184.0
12619,2.0,326.0,377.0,315.83,7.0,38.58435897435897,184.0
12620,0.0,0.0,21.0,0.0,2.0,13.182203389830509,184.0
12621,23.0,468.0,485.0,789.8921739130435,8.0,26.17293388429752,184.0
12622,0.0,0.0,49.0,0.0,0.0,0.0,184.0
12623,6.0,420.0,513.0,361.3533333333333,0.0,0.0,184.0
12625,3.0,385.0,413.0,1398.3966666666665,0.0,0.0,184.0
12626,1.0,10.0,143.0,178.1,7.0,22.750553191489363,184.0
12629,1.0,38.0,240.0,853.86,0.0,0.0,184.0
12631,3.0,237.0,510.0,700.9633333333333,1.0,20.661290322580644,184.0
12632,1.0,44.0,381.0,410.56,0.0,0.0,184.0
12633,4.0,329.0,342.0,756.835,2.0,14.980344827586206,184.0
12634,1.0,13.0,365.0,130.0,0.0,0.0,184.0
12635,1.0,64.0,273.0,509.9,2.0,16.724554455445546,184.0
12636,0.0,0.0,555.0,0.0,0.0,0.0,184.0
12637,6.0,304.0,360.0,668.72,4.0,14.93888888888889,184.0
12638,0.0,0.0,456.0,0.0,1.0,17.222820512820515,184.0
12639,2.0,389.0,444.0,529.395,0.0,0.0,184.0
12643,7.0,391.0,428.0,600.6428571428571,3.0,148.67076923076922,184.0
12644,2.0,264.0,511.0,384.32500000000005,1.0,15.416451612903227,184.0
12645,5.0,449.0,485.0,437.87399999999997,2.0,26.385945945945945,184.0
12647,26.0,496.0,512.0,581.5550000000001,5.0,28.99,184.0
12648,2.0,264.0,518.0,294.09999999999997,1.0,15.145238095238096,184.0
12649,5.0,484.0,513.0,347.96799999999996,1.0,17.750714285714288,184.0
12651,3.0,131.0,282.0,92.91666666666667,0.0,0.0,184.0
12652,1.0,103.0,251.0,919.98,0.0,0.0,184.0
12653,1.0,230.0,343.0,779.1,1.0,52.99074074074074,184.0
12654,1.0,98.0,112.0,171.15,2.0,16.514375,184.0
12655,0.0,0.0,240.0,0.0,0.0,0.0,184.0
12656,4.0,359.0,379.0,767.8149999999999,3.0,25.442234042553192,184.0
12661,0.0,0.0,253.0,0.0,0.0,0.0,184.0
12662,13.0,430.0,434.0,346.15076923076924,5.0,16.48934426229508,184.0
12663,1.0,44.0,485.0,85.65,0.0,0.0,184.0
12664,3.0,494.0,543.0,647.5533333333334,7.0,127.79642857142858,184.0
12665,2.0,345.0,486.0,72.4,0.0,0.0,184.0
12666,0.0,0.0,211.0,0.0,0.0,0.0,184.0
12668,8.0,418.0,494.0,1100.7825,1.0,23.22842105263158,184.0
12669,1.0,8.0,73.0,1136.3,1.0,15.20741935483871,184.0
12670,3.0,467.0,483.0,521.6766666666666,3.0,34.55543859649123,184.0
12671,0.0,0.0,423.0,0.0,0.0,0.0,184.0
12672,1.0,266.0,412.0,225.9,0.0,0.0,184.0
12673,1.0,75.0,218.0,220.9,1.0,20.506315789473685,184.0
12674,0.0,0.0,24.0,0.0,3.0,20.96757575757576,184.0
12675,1.0,25.0,395.0,12.75,0.0,0.0,184.0
12676,5.0,293.0,300.0,355.32399999999996,3.0,23.925714285714285,184.0
12677,1.0,111.0,483.0,204.4,0.0,0.0,184.0
12678,13.0,514.0,518.0,1570.2907692307692,4.0,126.20537634408602,184.0
12679,1.0,78.0,100.0,112.32000000000001,2.0,51.660000000000004,184.0
12681,35.0,539.0,543.0,709.1725714285715,7.0,22.170484581497796,184.0
12682,31.0,546.0,555.0,535.3767741935484,16.0,24.09254295532646,184.0
12683,12.0,542.0,543.0,754.07,4.0,23.376827586206897,184.0
12684,2.0,16.0,30.0,214.0,4.0,22.402131147540985,184.0
12686,0.0,0.0,188.0,0.0,0.0,0.0,184.0
12687,0.0,0.0,297.0,0.0,0.0,0.0,184.0
12690,0.0,0.0,22.0,0.0,0.0,0.0,184.0
12691,3.0,102.0,237.0,135.4,3.0,37.03529411764706,184.0
12692,0.0,0.0,454.0,0.0,0.0,0.0,184.0
12693,5.0,311.0,339.0,179.706,1.0,32.16285714285714,184.0
12694,0.0,0.0,238.0,0.0,2.0,23.504594594594593,184.0
12695,3.0,455.0,482.0,140.20333333333335,3.0,23.469047619047622,184.0
12696,1.0,74.0,325.0,534.76,0.0,0.0,184.0
12698,0.0,0.0,407.0,0.0,0.0,0.0,184.0
12699,0.0,0.0,234.0,0.0,0.0,0.0,184.0
12700,0.0,0.0,32.0,0.0,3.0,18.67747572815534,184.0
12701,4.0,391.0,450.0,359.615,1.0,14.3946875,184.0
12703,2.0,51.0,501.0,82.725,1.0,13.502380952380953,184.0
12705,6.0,332.0,350.0,1085.5066666666667,5.0,19.70313829787234,184.0
12707,0.0,0.0,108.0,0.0,0.0,0.0,184.0
12708,12.0,521.0,538.0,311.15749999999997,5.0,18.329866666666668,184.0
12709,21.0,540.0,547.0,1183.2566666666667,7.0,42.0494495412844,184.0
12710,0.0,0.0,18.0,0.0,2.0,13.032121212121211,184.0
12711,1.0,65.0,493.0,789.75,0.0,0.0,184.0
12712,15.0,530.0,547.0,315.414,5.0,41.73823529411765,184.0
12714,8.0,529.0,552.0,1308.015,3.0,18.303975155279502,184.0
12717,1.0,345.0,407.0,609.74,1.0,17.551666666666666,184.0
12720,12.0,314.0,323.0,324.0183333333334,12.0,17.286231155778896,184.0
12721,4.0,225.0,288.0,428.305,3.0,16.298,184.0
12724,3.0,203.0,352.0,289.87,3.0,20.869285714285713,184.0
12725,3.0,213.0,401.0,561.87,0.0,0.0,184.0
12726,8.0,440.0,441.0,311.4325,2.0,20.031228070175437,184.0
12727,6.0,467.0,471.0,623.3183333333333,2.0,39.343333333333334,184.0
12728,3.0,126.0,200.0,205.76999999999998,1.0,16.847692307692306,184.0
12730,0.0,0.0,338.0,0.0,0.0,0.0,184.0
12731,9.0,435.0,464.0,1498.1655555555556,6.0,71.58268456375839,184.0
12733,3.0,455.0,506.0,431.55,0.0,0.0,184.0
12734,2.0,40.0,209.0,254.65,0.0,0.0,184.0
12735,1.0,22.0,154.0,459.8,0.0,0.0,184.0
12736,0.0,0.0,149.0,0.0,0.0,0.0,184.0
12737,0.0,0.0,315.0,0.0,0.0,0.0,184.0
12738,0.0,0.0,189.0,0.0,0.0,0.0,184.0
12739,1.0,9.0,211.0,268.0,2.0,26.658947368421053,184.0
12741,1.0,4.0,350.0,170.0,0.0,0.0,184.0
12742,0.0,0.0,442.0,0.0,0.0,0.0,184.0
12744,4.0,343.0,408.0,3261.8675000000003,3.0,101.07009174311926,184.0
12745,2.0,196.0,499.0,361.925,0.0,0.0,184.0
12746,0.0,0.0,357.0,0.0,0.0,0.0,184.0
12747,20.0,534.0,549.0,339.56399999999996,5.0,43.84604166666667,184.0
12748,132.0,551.0,552.0,247.52469696969695,69.0,7.463863350125944,184.0
12749,3.0,308.0,338.0,944.2266666666666,3.0,20.716538461538462,184.0
12751,0.0,0.0,261.0,0.0,0.0,0.0,184.0
12753,3.0,114.0,179.0,3116.64,2.0,124.83647058823529,184.0
12754,2.0,73.0,125.0,1482.585,0.0,0.0,184.0
12755,9.0,413.0,510.0,1003.0788888888887,0.0,0.0,184.0
12757,2.0,26.0,28.0,1642.44,6.0,12.316498194945849,184.0
12758,5.0,462.0,555.0,1245.432,1.0,29.790243902439027,184.0
12759,5.0,460.0,552.0,685.168,2.0,15.980000000000002,184.0
12760,0.0,0.0,272.0,0.0,0.0,0.0,184.0
12761,1.0,7.0,281.0,25.0,0.0,0.0,184.0
12763,0.0,0.0,186.0,0.0,1.0,87.0,184.0
12764,0.0,0.0,133.0,0.0,0.0,0.0,184.0
12765,5.0,169.0,458.0,251.516,0.0,0.0,184.0
12766,5.0,167.0,224.0,1244.0,3.0,24.178211382113822,184.0
12767,0.0,0.0,192.0,0.0,0.0,0.0,184.0
12768,0.0,0.0,267.0,0.0,0.0,0.0,184.0
12769,0.0,0.0,55.0,0.0,0.0,0.0,184.0
12770,1.0,246.0,273.0,1351.4499999999998,0.0,0.0,184.0
12771,0.0,0.0,302.0,0.0,0.0,0.0,184.0
12773,0.0,0.0,381.0,0.0,0.0,0.0,184.0
12774,0.0,0.0,352.0,0.0,0.0,0.0,184.0
12775,5.0,220.0,226.0,258.528,1.0,15.811428571428573,184.0
12776,0.0,0.0,484.0,0.0,0.0,0.0,184.0
12777,0.0,0.0,274.0,0.0,0.0,0.0,184.0
12778,5.0,343.0,419.0,196.582,3.0,17.257083333333334,184.0
12779,12.0,547.0,553.0,447.375,1.0,21.82111111111111,184.0
12780,0.0,0.0,415.0,0.0,0.0,0.0,184.0
12781,0.0,0.0,101.0,0.0,1.0,27.748,184.0
12782,8.0,266.0,336.0,445.27125,2.0,21.942,184.0
12784,0.0,0.0,346.0,0.0,2.0,9.73593220338983,184.0
12785,2.0,367.0,548.0,366.75,0.0,0.0,184.0
12786,0.0,0.0,426.0,0.0,0.0,0.0,184.0
12787,1.0,221.0,230.0,158.1,2.0,25.463333333333335,184.0
12788,3.0,65.0,345.0,94.60000000000001,0.0,0.0,184.0
12789,1.0,181.0,510.0,92.25,1.0,22.9625,184.0
12790,1.0,218.0,227.0,324.92,0.0,0.0,184.0
12791,4.0,251.0,441.0,227.35750000000002,0.0,0.0,184.0
12792,1.0,278.0,351.0,400.53999999999996,0.0,0.0,184.0
12793,2.0,67.0,218.0,338.64,0.0,0.0,184.0
12796,0.0,0.0,445.0,0.0,0.0,0.0,184.0
12797,1.0,59.0,241.0,508.06,0.0,0.0,184.0
12798,0.0,0.0,238.0,0.0,3.0,872.13,184.0
12799,0.0,0.0,346.0,0.0,0.0,0.0,184.0
12800,1.0,206.0,493.0,180.92,0.0,0.0,184.0
12801,0.0,0.0,317.0,0.0,0.0,0.0,184.0
12802,6.0,377.0,380.0,273.695,0.0,0.0,184.0
12803,0.0,0.0,210.0,0.0,0.0,0.0,184.0
12804,1.0,35.0,317.0,147.09,0.0,0.0,184.0
12805,3.0,293.0,491.0,389.48333333333335,0.0,0.0,184.0
12806,3.0,153.0,405.0,508.15333333333336,0.0,0.0,184.0
12807,0.0,0.0,200.0,0.0,0.0,0.0,184.0
12808,3.0,278.0,279.0,171.38333333333333,1.0,16.858333333333334,184.0
12809,1.0,82.0,464.0,632.95,1.0,19.572400000000002,184.0
12810,1.0,142.0,493.0,375.33,0.0,0.0,184.0
12811,4.0,167.0,244.0,187.7375,0.0,0.0,184.0
12813,2.0,192.0,510.0,721.8,0.0,0.0,184.0
12815,0.0,0.0,15.0,0.0,1.0,28.00625,184.0
12817,2.0,153.0,251.0,247.69,0.0,0.0,184.0
12818,0.0,0.0,78.0,0.0,0.0,0.0,184.0
12819,0.0,0.0,275.0,0.0,0.0,0.0,184.0
12820,7.0,408.0,551.0,252.76285714285717,3.0,16.080833333333334,184.0
12821,1.0,397.0,428.0,92.72,0.0,0.0,184.0
12823,12.0,425.0,496.0,443.3333333333333,2.0,382.5,184.0
12825,1.0,120.0,458.0,303.8,0.0,0.0,184.0
12826,7.0,405.0,538.0,245.70428571428573,4.0,18.514761904761905,184.0
12829,2.0,214.0,367.0,146.5,0.0,0.0,184.0
12831,1.0,201.0,280.0,215.05,0.0,0.0,184.0
12834,0.0,0.0,99.0,0.0,0.0,0.0,184.0
12835,36.0,309.0,553.0,159.95055555555555,0.0,0.0,184.0
12836,11.0,519.0,555.0,473.6627272727273,2.0,12.857567567567568,184.0
12837,0.0,0.0,386.0,0.0,1.0,11.174999999999999,184.0
12838,8.0,219.0,409.0,359.76125,1.0,4.5678125000000005,184.0
12839,15.0,534.0,549.0,368.68,10.0,17.929615384615385,184.0
12840,4.0,460.0,491.0,685.7925,2.0,29.456410256410255,184.0
12841,26.0,297.0,336.0,197.4803846153846,12.0,9.956956521739132,184.0
12842,2.0,429.0,554.0,356.265,1.0,40.413,184.0
12843,23.0,540.0,543.0,255.6878260869565,4.0,19.7109375,184.0
12844,1.0,151.0,410.0,199.61,2.0,6.268461538461539,184.0
12845,3.0,23.0,107.0,96.33333333333333,0.0,0.0,184.0
12846,0.0,0.0,499.0,0.0,0.0,0.0,184.0
12847,0.0,0.0,204.0,0.0,1.0,9.577362637362636,184.0
12848,0.0,0.0,492.0,0.0,0.0,0.0,184.0
12849,4.0,323.0,408.0,567.97,1.0,23.092666666666666,184.0
12850,0.0,0.0,262.0,0.0,0.0,0.0,184.0
12851,0.0,0.0,294.0,0.0,1.0,2.7036000000000002,184.0
12852,0.0,0.0,111.0,0.0,0.0,0.0,184.0
12853,5.0,433.0,489.0,484.48,1.0,29.78055555555555,184.0
12854,5.0,487.0,545.0,390.90999999999997,1.0,15.121470588235294,184.0
12855,2.0,30.0,219.0,133.81,0.0,0.0,184.0
12857,5.0,473.0,500.0,696.6800000000001,0.0,0.0,184.0
12858,0.0,0.0,200.0,0.0,0.0,0.0,184.0
12859,0.0,0.0,275.0,0.0,0.0,0.0,184.0
12860,0.0,0.0,510.0,0.0,0.0,0.0,184.0
12861,0.0,0.0,436.0,0.0,0.0,0.0,184.0
12862,1.0,70.0,312.0,497.64,0.0,0.0,184.0
12863,4.0,210.0,406.0,409.75,1.0,104.24000000000001,184.0
12864,0.0,0.0,325.0,0.0,1.0,49.04,184.0
12865,1.0,98.0,293.0,712.09,2.0,16.507684210526318,184.0
12866,2.0,219.0,319.0,442.26,0.0,0.0,184.0
